id,market_and_exchange_names,report_date_as_yyyy_mm_dd,yyyy_report_week_ww,contract_market_name,cftc_contract_market_code,cftc_market_code,cftc_region_code,cftc_commodity_code,commodity_name,open_interest_all,prod_merc_positions_long,prod_merc_positions_short,swap_positions_long_all,swap__positions_short_all,swap__positions_spread_all,m_money_positions_long_all,m_money_positions_short_all,m_money_positions_spread,other_rept_positions_long,other_rept_positions_short,other_rept_positions_spread,tot_rept_positions_long_all,tot_rept_positions_short,nonrept_positions_long_all,nonrept_positions_short_all,open_interest_old,prod_merc_positions_long_1,prod_merc_positions_short_1,swap_positions_long_old,swap__positions_short_old,swap__positions_spread_old,m_money_positions_long_old,m_money_positions_short_old,m_money_positions_spread_1,other_rept_positions_long_1,other_rept_positions_short_1,other_rept_positions_spread_1,tot_rept_positions_long_old,tot_rept_positions_short_1,nonrept_positions_long_old,nonrept_positions_short_old,open_interest_other,prod_merc_positions_long_2,prod_merc_positions_short_2,swap_positions_long_other,swap__positions_short_other,swap__positions_spread_other,m_money_positions_long_other,m_money_positions_short_other,m_money_positions_spread_2,other_rept_positions_long_2,other_rept_positions_short_2,other_rept_positions_spread_2,tot_rept_positions_long_other,tot_rept_positions_short_2,nonrept_positions_long_other,nonrept_positions_short_other,change_in_open_interest_all,change_in_prod_merc_long,change_in_prod_merc_short,change_in_swap_long_all,change_in_swap_short_all,change_in_swap_spread_all,change_in_m_money_long_all,change_in_m_money_short_all,change_in_m_money_spread,change_in_other_rept_long,change_in_other_rept_short,change_in_other_rept_spread,change_in_tot_rept_long_all,change_in_tot_rept_short,change_in_nonrept_long_all,change_in_nonrept_short_all,pct_of_open_interest_all,pct_of_oi_prod_merc_long,pct_of_oi_prod_merc_short,pct_of_oi_swap_long_all,pct_of_oi_swap_short_all,pct_of_oi_swap_spread_all,pct_of_oi_m_money_long_all,pct_of_oi_m_money_short_all,pct_of_oi_m_money_spread,pct_of_oi_other_rept_long,pct_of_oi_other_rept_short,pct_of_oi_other_rept_spread,pct_of_oi_tot_rept_long_all,pct_of_oi_tot_rept_short,pct_of_oi_nonrept_long_all,pct_of_oi_nonrept_short_all,pct_of_open_interest_old,pct_of_oi_prod_merc_long_1,pct_of_oi_prod_merc_short_1,pct_of_oi_swap_long_old,pct_of_oi_swap_short_old,pct_of_oi_swap_spread_old,pct_of_oi_m_money_long_old,pct_of_oi_m_money_short_old,pct_of_oi_m_money_spread_1,pct_of_oi_other_rept_long_1,pct_of_oi_other_rept_short_1,pct_of_oi_other_rept_spread_1,pct_of_oi_tot_rept_long_old,pct_of_oi_tot_rept_short_1,pct_of_oi_nonrept_long_old,pct_of_oi_nonrept_short_old,pct_of_open_interest_other,pct_of_oi_prod_merc_long_2,pct_of_oi_prod_merc_short_2,pct_of_oi_swap_long_other,pct_of_oi_swap_short_other,pct_of_oi_swap_spread_other,pct_of_oi_m_money_long_other,pct_of_oi_m_money_short_other,pct_of_oi_m_money_spread_2,pct_of_oi_other_rept_long_2,pct_of_oi_other_rept_short_2,pct_of_oi_other_rept_spread_2,pct_of_oi_tot_rept_long_other,pct_of_oi_tot_rept_short_2,pct_of_oi_nonrept_long_other,pct_of_oi_nonrept_short_other,traders_tot_all,traders_prod_merc_short_all,traders_swap_short_all,traders_swap_spread_all,traders_other_rept_long_all,traders_other_rept_short,traders_other_rept_spread,traders_tot_rept_long_all,traders_tot_rept_short_all,traders_tot_old,traders_prod_merc_short_old,traders_swap_short_old,traders_swap_spread_old,traders_other_rept_long_old,traders_other_rept_short_1,traders_other_rept_spread_1,traders_tot_rept_long_old,traders_tot_rept_short_old,traders_tot_other,traders_prod_merc_long_other,traders_prod_merc_short_other,traders_swap_long_other,traders_swap_short_other,traders_swap_spread_other,traders_m_money_long_other,traders_m_money_short_other,traders_m_money_spread_other,traders_other_rept_long_other,traders_other_rept_short_2,traders_other_rept_spread_2,traders_tot_rept_long_other,traders_tot_rept_short_other,conc_gross_le_4_tdr_long,conc_gross_le_4_tdr_short,conc_gross_le_8_tdr_long,conc_gross_le_8_tdr_short,conc_net_le_4_tdr_long_all,conc_net_le_4_tdr_short_all,conc_net_le_8_tdr_long_all,conc_net_le_8_tdr_short_all,conc_gross_le_4_tdr_long_1,conc_gross_le_4_tdr_short_1,conc_gross_le_8_tdr_long_1,conc_gross_le_8_tdr_short_1,conc_net_le_4_tdr_long_old,conc_net_le_4_tdr_short_old,conc_net_le_8_tdr_long_old,conc_net_le_8_tdr_short_old,conc_gross_le_4_tdr_long_2,conc_gross_le_4_tdr_short_2,conc_gross_le_8_tdr_long_2,conc_gross_le_8_tdr_short_2,conc_net_le_4_tdr_long_other,conc_net_le_4_tdr_short_other,conc_net_le_8_tdr_long_other,conc_net_le_8_tdr_short_other,contract_units,cftc_subgroup_code,commodity,commodity_subgroup_name,commodity_group_name,futonly_or_combined,traders_prod_merc_long_all,traders_swap_long_all,traders_m_money_long_all,traders_m_money_short_all,traders_m_money_spread_all,traders_prod_merc_long_old,traders_swap_long_old,traders_m_money_long_old,traders_m_money_short_old,traders_m_money_spread_old
241001088695C,MICRO GOLD - COMMODITY EXCHANGE INC.,2024-10-01T00:00:00.000,2024 Report Week 40,MICRO GOLD,088695,CMX ,NYC,088 ,GOLD,47254,0,0,0,0,0,1926,0,0,15171,9565,10467,27564,20031,19690,27222,47254,0,0,0,0,0,1926,0,0,15171,9565,10467,27564,20031,19690,27222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2721,0,0,0,0,0,-1396,0,0,-4497,2857,1266,-4627,4122,1906,-6844,100.0,0.0,0.0,0.0,0.0,0.0,4.1,0.0,0.0,32.1,20.2,22.1,58.3,42.4,41.7,57.6,100.0,0.0,0.0,0.0,0.0,0.0,4.1,0.0,0.0,32.1,20.2,22.1,58.3,42.4,41.7,57.6,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,0,0,0,10,10,8,19,13,24,0,0,0,10,10,8,19,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.8,37.6,53.0,40.8,27.4,18.1,33.7,20.0,42.8,37.6,53.0,40.8,27.4,18.1,33.7,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 10 TROY OUNCES),N20,GOLD,PRECIOUS METALS,NATURAL RESOURCES,Combined,0,0,4,0,0,0,0,4,0,0
240924088691C,GOLD - COMMODITY EXCHANGE INC.,2024-09-24T00:00:00.000,2024 Report Week 39,GOLD,088691,CMX ,NYC,088 ,GOLD,994199,52159,131043,41644,300286,102150,282912,28071,97573,103627,44529,252764,932829,956416,61370,37783,994199,52159,131043,41644,300286,102150,282912,28071,97573,103627,44529,252764,932829,956416,61370,37783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91629,10400,12384,-40,2587,13971,9616,7404,17987,2102,-1860,36637,90672,89109,957,2520,100.0,5.2,13.2,4.2,30.2,10.3,28.5,2.8,9.8,10.4,4.5,25.4,93.8,96.2,6.2,3.8,100.0,5.2,13.2,4.2,30.2,10.3,28.5,2.8,9.8,10.4,4.5,25.4,93.8,96.2,6.2,3.8,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,368,23,27,30,96,64,77,312,245,368,23,27,30,96,64,77,312,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.9,29.6,31.5,45.5,11.7,20.3,16.4,28.6,20.9,29.6,31.5,45.5,11.7,20.3,16.4,28.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),N20,GOLD,PRECIOUS METALS,NATURAL RESOURCES,Combined,15,18,114,21,70,15,18,114,21,70
240924088695C,MICRO GOLD - COMMODITY EXCHANGE INC.,2024-09-24T00:00:00.000,2024 Report Week 39,MICRO GOLD,088695,CMX ,NYC,088 ,GOLD,49975,0,0,0,0,0,3322,0,0,19668,6708,9201,32191,15909,17784,34066,49975,0,0,0,0,0,3322,0,0,19668,6708,9201,32191,15909,17784,34066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2170,0,0,0,0,0,549,0,0,2251,-2025,594,3394,-1431,-1224,3601,100.0,0.0,0.0,0.0,0.0,0.0,6.6,0.0,0.0,39.4,13.4,18.4,64.4,31.8,35.6,68.2,100.0,0.0,0.0,0.0,0.0,0.0,6.6,0.0,0.0,39.4,13.4,18.4,64.4,31.8,35.6,68.2,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,0,0,0,11,8,7,18,12,23,0,0,0,11,8,7,18,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.2,25.5,55.4,30.3,30.9,11.7,42.1,13.4,43.2,25.5,55.4,30.3,30.9,11.7,42.1,13.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 10 TROY OUNCES),N20,GOLD,PRECIOUS METALS,NATURAL RESOURCES,Combined,0,0,4,0,0,0,0,4,0,0
240917088691C,GOLD - COMMODITY EXCHANGE INC.,2024-09-17T00:00:00.000,2024 Report Week 38,GOLD,088691,CMX ,NYC,088 ,GOLD,902570,41760,118659,41685,297700,88179,273295,20667,79586,101525,46389,216128,842156,867307,60413,35263,902570,41760,118659,41685,297700,88179,273295,20667,79586,101525,46389,216128,842156,867307,60413,35263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75555,5398,7992,-6645,18817,10699,27082,1162,11180,5350,4133,19041,72105,73024,3450,2531,100.0,4.6,13.1,4.6,33.0,9.8,30.3,2.3,8.8,11.2,5.1,23.9,93.3,96.1,6.7,3.9,100.0,4.6,13.1,4.6,33.0,9.8,30.3,2.3,8.8,11.2,5.1,23.9,93.3,96.1,6.7,3.9,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,359,23,25,30,93,63,70,298,241,359,23,25,30,93,63,70,298,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.3,30.8,30.5,45.8,12.7,22.9,17.7,31.9,20.3,30.8,30.5,45.8,12.7,22.9,17.7,31.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),N20,GOLD,PRECIOUS METALS,NATURAL RESOURCES,Combined,15,18,109,23,68,15,18,109,23,68
240917088695C,MICRO GOLD - COMMODITY EXCHANGE INC.,2024-09-17T00:00:00.000,2024 Report Week 38,MICRO GOLD,088695,CMX ,NYC,088 ,GOLD,47805,0,0,0,0,0,2773,0,0,17417,8733,8607,28797,17340,19008,30465,47805,0,0,0,0,0,2773,0,0,17417,8733,8607,28797,17340,19008,30465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3066,0,0,0,0,0,2052,-715,-386,305,1387,-20,1951,266,1115,2800,100.0,0.0,0.0,0.0,0.0,0.0,5.8,0.0,0.0,36.4,18.3,18.0,60.2,36.3,39.8,63.7,100.0,0.0,0.0,0.0,0.0,0.0,5.8,0.0,0.0,36.4,18.3,18.0,60.2,36.3,39.8,63.7,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,0,0,0,8,9,7,17,11,21,0,0,0,8,9,7,17,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.7,31.6,53.4,35.5,30.0,16.0,40.1,18.2,40.7,31.6,53.4,35.5,30.0,16.0,40.1,18.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 10 TROY OUNCES),N20,GOLD,PRECIOUS METALS,NATURAL RESOURCES,Combined,0,0,4,0,0,0,0,4,0,0
240910088691C,GOLD - COMMODITY EXCHANGE INC.,2024-09-10T00:00:00.000,2024 Report Week 37,GOLD,088691,CMX ,NYC,088 ,GOLD,827014,36362,110667,48329,278882,77479,246214,19505,68406,96175,42257,197086,770051,794283,56963,32732,827014,36362,110667,48329,278882,77479,246214,19505,68406,96175,42257,197086,770051,794283,56963,32732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18689,2303,9105,-2635,-12993,3024,3353,3233,3274,-572,1993,10569,19315,18205,-625,485,100.0,4.4,13.4,5.8,33.7,9.4,29.8,2.4,8.3,11.6,5.1,23.8,93.1,96.0,6.9,4.0,100.0,4.4,13.4,5.8,33.7,9.4,29.8,2.4,8.3,11.6,5.1,23.8,93.1,96.0,6.9,4.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,351,20,27,31,92,67,75,298,234,351,20,27,31,92,67,75,298,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.9,32.3,30.0,47.0,13.2,24.7,18.1,33.7,19.9,32.3,30.0,47.0,13.2,24.7,18.1,33.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),N20,GOLD,PRECIOUS METALS,NATURAL RESOURCES,Combined,14,18,100,22,64,14,18,100,22,64
240910088695C,MICRO GOLD - COMMODITY EXCHANGE INC.,2024-09-10T00:00:00.000,2024 Report Week 37,MICRO GOLD,088695,CMX ,NYC,088 ,GOLD,44739,0,0,0,0,0,721,715,386,17112,7346,8627,26846,17074,17893,27665,44739,0,0,0,0,0,721,715,386,17112,7346,8627,26846,17074,17893,27665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,0,0,0,0,-251,598,-203,161,-3107,1112,819,-1600,-694,1725,100.0,0.0,0.0,0.0,0.0,0.0,1.6,1.6,0.9,38.2,16.4,19.3,60.0,38.2,40.0,61.8,100.0,0.0,0.0,0.0,0.0,0.0,1.6,1.6,0.9,38.2,16.4,19.3,60.0,38.2,40.0,61.8,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,0,0,0,8,10,7,16,13,21,0,0,0,8,10,7,16,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.2,29.1,53.1,35.7,29.6,14.3,38.6,17.0,41.2,29.1,53.1,35.7,29.6,14.3,38.6,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 10 TROY OUNCES),N20,GOLD,PRECIOUS METALS,NATURAL RESOURCES,Combined,0,0,,,,0,0,,,
240903088691C,GOLD - COMMODITY EXCHANGE INC.,2024-09-03T00:00:00.000,2024 Report Week 36,GOLD,088691,CMX ,NYC,088 ,GOLD,808325,34058,101562,50964,291875,74456,242861,16271,65133,96747,40264,186518,750736,776078,57589,32247,808325,34058,101562,50964,291875,74456,242861,16271,65133,96747,40264,186518,750736,776078,57589,32247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-32301,-1098,518,2207,-13370,-9815,-8235,1992,-8900,-820,736,-1923,-28585,-30761,-3716,-1540,100.0,4.2,12.6,6.3,36.1,9.2,30.0,2.0,8.1,12.0,5.0,23.1,92.9,96.0,7.1,4.0,100.0,4.2,12.6,6.3,36.1,9.2,30.0,2.0,8.1,12.0,5.0,23.1,92.9,96.0,7.1,4.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,341,20,27,32,92,58,72,288,233,341,20,27,32,92,58,72,288,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.9,33.5,28.9,48.0,12.9,26.2,18.5,35.8,18.9,33.5,28.9,48.0,12.9,26.2,18.5,35.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),N20,GOLD,PRECIOUS METALS,NATURAL RESOURCES,Combined,12,18,98,23,67,12,18,98,23,67
240903088695C,MICRO GOLD - COMMODITY EXCHANGE INC.,2024-09-03T00:00:00.000,2024 Report Week 36,MICRO GOLD,088695,CMX ,NYC,088 ,GOLD,44615,0,0,0,0,0,972,117,589,16951,10453,7515,26027,18674,18588,25941,44615,0,0,0,0,0,972,117,589,16951,10453,7515,26027,18674,18588,25941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1284,0,0,0,0,0,-417,117,282,369,1067,1005,1239,2471,45,-1187,100.0,0.0,0.0,0.0,0.0,0.0,2.2,0.3,1.3,38.0,23.4,16.8,58.3,41.9,41.7,58.1,100.0,0.0,0.0,0.0,0.0,0.0,2.2,0.3,1.3,38.0,23.4,16.8,58.3,41.9,41.7,58.1,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,0,0,0,8,9,8,17,13,21,0,0,0,8,9,8,17,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.3,33.7,50.2,40.0,29.0,20.7,38.4,23.3,38.3,33.7,50.2,40.0,29.0,20.7,38.4,23.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 10 TROY OUNCES),N20,GOLD,PRECIOUS METALS,NATURAL RESOURCES,Combined,0,0,,,,0,0,,,
240827088691C,GOLD - COMMODITY EXCHANGE INC.,2024-08-27T00:00:00.000,2024 Report Week 35,GOLD,088691,CMX ,NYC,088 ,GOLD,840626,35157,101043,48757,305245,84271,251097,14279,74033,97567,39528,188440,779322,806839,61305,33787,840626,35157,101043,48757,305245,84271,251097,14279,74033,97567,39528,188440,779322,806839,61305,33787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-85399,-10125,-11003,-984,-2239,-8202,-422,-491,-19947,-7033,-2037,-40024,-86737,-83942,1338,-1457,100.0,4.2,12.0,5.8,36.3,10.0,29.9,1.7,8.8,11.6,4.7,22.4,92.7,96.0,7.3,4.0,100.0,4.2,12.0,5.8,36.3,10.0,29.9,1.7,8.8,11.6,4.7,22.4,92.7,96.0,7.3,4.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,349,21,27,33,91,56,69,299,225,349,21,27,33,91,56,69,299,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.1,33.1,28.7,47.9,12.3,25.3,17.7,35.0,19.1,33.1,28.7,47.9,12.3,25.3,17.7,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),N20,GOLD,PRECIOUS METALS,NATURAL RESOURCES,Combined,14,18,110,20,62,14,18,110,20,62
240827088695C,MICRO GOLD - COMMODITY EXCHANGE INC.,2024-08-27T00:00:00.000,2024 Report Week 35,MICRO GOLD,088695,CMX ,NYC,088 ,GOLD,43331,0,0,0,0,0,1389,0,307,16582,9386,6510,24788,16203,18543,27128,43331,0,0,0,0,0,1389,0,307,16582,9386,6510,24788,16203,18543,27128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-862,0,0,0,0,0,-2081,0,307,1059,-178,-641,-1356,-512,494,-350,100.0,0.0,0.0,0.0,0.0,0.0,3.2,0.0,0.7,38.3,21.7,15.0,57.2,37.4,42.8,62.6,100.0,0.0,0.0,0.0,0.0,0.0,3.2,0.0,0.7,38.3,21.7,15.0,57.2,37.4,42.8,62.6,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0,0,0,8,8,6,17,10,20,0,0,0,8,8,6,17,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.1,30.1,48.3,36.1,29.3,19.4,38.6,21.7,36.1,30.1,48.3,36.1,29.3,19.4,38.6,21.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 10 TROY OUNCES),N20,GOLD,PRECIOUS METALS,NATURAL RESOURCES,Combined,0,0,4,0,,0,0,4,0,
240820088691C,GOLD - COMMODITY EXCHANGE INC.,2024-08-20T00:00:00.000,2024 Report Week 34,GOLD,088691,CMX ,NYC,088 ,GOLD,926026,45282,112046,49742,307484,92473,251519,14770,93980,104599,41564,228464,866059,890781,59967,35244,926026,45282,112046,49742,307484,92473,251519,14770,93980,104599,41564,228464,866059,890781,59967,35244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60206,2044,11525,-2194,11883,5569,18610,1532,8832,10139,2653,14283,57284,56278,2922,3928,100.0,4.9,12.1,5.4,33.2,10.0,27.2,1.6,10.1,11.3,4.5,24.7,93.5,96.2,6.5,3.8,100.0,4.9,12.1,5.4,33.2,10.0,27.2,1.6,10.1,11.3,4.5,24.7,93.5,96.2,6.5,3.8,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,369,20,27,34,102,63,81,322,241,369,20,27,34,102,63,81,322,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.1,31.7,30.3,47.6,11.2,23.0,16.4,31.8,20.1,31.7,30.3,47.6,11.2,23.0,16.4,31.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),N20,GOLD,PRECIOUS METALS,NATURAL RESOURCES,Combined,15,20,113,18,67,15,20,113,18,67
240820088695C,MICRO GOLD - COMMODITY EXCHANGE INC.,2024-08-20T00:00:00.000,2024 Report Week 34,MICRO GOLD,088695,CMX ,NYC,088 ,GOLD,44193,0,0,0,0,0,3470,0,0,15523,9564,7151,26144,16715,18049,27478,44193,0,0,0,0,0,3470,0,0,15523,9564,7151,26144,16715,18049,27478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6109,0,0,0,0,0,1718,0,0,1408,3273,569,3695,3842,2414,2267,100.0,0.0,0.0,0.0,0.0,0.0,7.9,0.0,0.0,35.1,21.6,16.2,59.2,37.8,40.8,62.2,100.0,0.0,0.0,0.0,0.0,0.0,7.9,0.0,0.0,35.1,21.6,16.2,59.2,37.8,40.8,62.2,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0,0,0,9,7,7,19,10,22,0,0,0,9,7,7,19,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.6,28.9,48.8,36.6,28.7,20.3,38.4,21.6,33.6,28.9,48.8,36.6,28.7,20.3,38.4,21.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 10 TROY OUNCES),N20,GOLD,PRECIOUS METALS,NATURAL RESOURCES,Combined,0,0,6,0,0,0,0,6,0,0
240813088691C,GOLD - COMMODITY EXCHANGE INC.,2024-08-13T00:00:00.000,2024 Report Week 33,GOLD,088691,CMX ,NYC,088 ,GOLD,865820,43238,100522,51936,295601,86904,232909,13237,85148,94460,38911,214181,808775,834503,57045,31317,865820,43238,100522,51936,295601,86904,232909,13237,85148,94460,38911,214181,808775,834503,57045,31317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69740,2876,11667,-3747,16896,9643,29182,-5015,8805,7823,6984,15907,70490,64887,-750,4853,100.0,5.0,11.6,6.0,34.1,10.0,26.9,1.5,9.8,10.9,4.5,24.7,93.4,96.4,6.6,3.6,100.0,5.0,11.6,6.0,34.1,10.0,26.9,1.5,9.8,10.9,4.5,24.7,93.4,96.4,6.6,3.6,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,356,18,26,33,88,68,76,308,234,356,18,26,33,88,68,76,308,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.9,33.0,30.2,48.5,11.5,24.3,16.9,32.4,19.9,33.0,30.2,48.5,11.5,24.3,16.9,32.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),N20,GOLD,PRECIOUS METALS,NATURAL RESOURCES,Combined,14,19,114,16,66,14,19,114,16,66
240813088695C,MICRO GOLD - COMMODITY EXCHANGE INC.,2024-08-13T00:00:00.000,2024 Report Week 33,MICRO GOLD,088695,CMX ,NYC,088 ,GOLD,38084,0,0,0,0,0,1752,0,0,14115,6291,6582,22449,12873,15635,25211,38084,0,0,0,0,0,1752,0,0,14115,6291,6582,22449,12873,15635,25211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,100.0,0.0,0.0,0.0,0.0,0.0,4.6,0.0,0.0,37.1,16.5,17.3,58.9,33.8,41.1,66.2,100.0,0.0,0.0,0.0,0.0,0.0,4.6,0.0,0.0,37.1,16.5,17.3,58.9,33.8,41.1,66.2,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0,0,0,9,7,7,17,10,20,0,0,0,9,7,7,17,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.0,23.7,47.5,32.7,26.1,15.2,36.7,16.5,33.0,23.7,47.5,32.7,26.1,15.2,36.7,16.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 10 TROY OUNCES),N20,GOLD,PRECIOUS METALS,NATURAL RESOURCES,Combined,0,0,4,0,0,0,0,4,0,0
240806088691C,GOLD - COMMODITY EXCHANGE INC.,2024-08-06T00:00:00.000,2024 Report Week 32,GOLD,088691,CMX ,NYC,088 ,GOLD,796080,40361,88854,55683,278705,77261,203726,18252,76343,86637,31927,198274,738285,769616,57795,26464,796080,40361,88854,55683,278705,77261,203726,18252,76343,86637,31927,198274,738285,769616,57795,26464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-19736,-2529,-136,3488,-6286,-3786,-7882,-4447,889,-10823,-2555,-603,-21246,-16925,1511,-2811,100.0,5.1,11.2,7.0,35.0,9.7,25.6,2.3,9.6,10.9,4.0,24.9,92.7,96.7,7.3,3.3,100.0,5.1,11.2,7.0,35.0,9.7,25.6,2.3,9.6,10.9,4.0,24.9,92.7,96.7,7.3,3.3,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,337,18,24,34,88,54,75,296,228,337,18,24,34,88,54,75,296,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.1,34.2,29.7,49.4,11.5,25.9,17.4,34.3,19.1,34.2,29.7,49.4,11.5,25.9,17.4,34.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),N20,GOLD,PRECIOUS METALS,NATURAL RESOURCES,Combined,13,19,100,27,68,13,19,100,27,68
